"Detector","ID","Name","RiskLevel","IsEnabled","IsConfigAllowed","Labels","Configurations..."
"IAAS_CONFIGURATION_DETECTOR","VCN_NSG_EGRESS_RULE_PORTS_CHECK","NSG egress rule contains disallowed IP/port","MEDIUM",true,true,"CIS_OCI_V1.0_NETWORK,CIS_OCI_V1.1_NETWORK,Network,CIS_OCI_V_2.0.0","Default disallowed ports","TCP:[11,17-19,21,23-25,43,49,53,70-74,79-81,88,111,123,389,636,445,500,3306,3389,5901,5985,5986,7001,8000,8080,8443,8888], UDP:[11,17-19,49,69,80,82,83-85,389,443,656,8080]"
"IAAS_CONFIGURATION_DETECTOR","VCN_NSG_INGRESS_RULE_PORTS_CHECK","NSG ingress rule contains disallowed IP/port","HIGH",true,true,"CIS_OCI_V1.0_NETWORK,CIS_OCI_V1.1_NETWORK,Network,CIS_OCI_V_2.0.0","Default disallowed ports","TCP:[11,17-19,21,23-25,43,49,53,70-74,79-81,88,111,123,389,636,445,500,3306,3389,5901,5985,5986,7001,8000,8080,8443,8888], UDP:[11,17-19,49,69,80,82,83-85,389,443,656,8080]"
"IAAS_CONFIGURATION_DETECTOR","BUCKET_ENCRYPTED_WITH_ORACLE_MANAGED_KEY","Object Storage bucket is encrypted with Oracle-managed key","MINOR",false,false,"CIS_OCI_V1.1_OBJECTSTORAGE,ObjectStorage,KMS,CIS_OCI_V_2.0.0"
"IAAS_CONFIGURATION_DETECTOR","PASSWORD_TOO_OLD","Password is too old","MEDIUM",true,true,"CIS_OCI_V1.0_IAM,CIS_OCI_V1.1_IAM,IAM,CIS_OCI_V_2.0.0","Days","90"
"IAAS_CONFIGURATION_DETECTOR","PASSWORD_POLICY_NOT_COMPLEX","Password policy does not meet complexity requirements","LOW",true,true,"CIS_OCI_V1.1_IAM,CIS_OCI_V1.0_IAM,IAM,CIS_OCI_V_2.0.0","Required password length","14","Uppercase character requirement","true","Lowercase character requirement","true","Numeric character requirement","true","Special character requirement","true"
"IAAS_CONFIGURATION_DETECTOR","POLICY_GIVES_MANY_PRIVILEGES","Policy gives too many privileges","MEDIUM",true,true,"CIS_OCI_V1.1_IAM,CIS_OCI_V1.0_IAM,IAM,CIS_OCI_V_2.0.0"
"IAAS_CONFIGURATION_DETECTOR","BUCKET_READ_LOG_ACCESS_DISABLED","Read Log access disabled for bucket","LOW",false,false,"CIS_OCI_V1.1_OBJECTSTORAGE,ObjectStorage"
"IAAS_CONFIGURATION_DETECTOR","RESOURCE_NOT_TAGGED","Resource is not tagged appropriately","LOW",true,true,"CIS_OCI_V1.0_MONITORING,CIS_OCI_V1.1_MONITORING,TAGS,CIS_OCI_V_2.0.0"
"IAAS_CONFIGURATION_DETECTOR","SCANNED_CONTAINER_IMAGE_VULNERABILITY","Scanned container image has vulnerabilities","CRITICAL",true,true,"VSS","CVE Severity Level","HIGH"
"IAAS_CONFIGURATION_DETECTOR","SCANNED_HOST_OPEN_PORTS","Scanned host has open ports","CRITICAL",true,true,"VSS","Disallowed ports","TCP:[11,17-19,21,23-25,43,49,53,70-74,79-81,88,111,123,389,636,445,500,3306,3389,5901,5985,5986,7001,8000,8080,8443,8888], UDP:[11,17-19,49,69,80,82,83-85,389,443,656,8080]","Allowed ports","TCP:[22], UDP:[]"
"IAAS_CONFIGURATION_DETECTOR","SCANNED_HOST_VULNERABILITY","Scanned host has vulnerabilities","CRITICAL",true,true,"VSS","CVE Severity Level","HIGH"
"IAAS_CONFIGURATION_DETECTOR","POLICY_TENANCY_ADMIN_GROUP_PRIVILEGES","Tenancy admin privilege granted to group","MEDIUM",true,true,"CIS_OCI_V1.1_IAM,CIS_OCI_V1.0_IAM,IAM,CIS_OCI_V_2.0.0"
"IAAS_CONFIGURATION_DETECTOR","NO_MFA_ENABLED_FOR_USER","User does not have MFA enabled","CRITICAL",true,false,"CIS_OCI_V1.0_IAM,CIS_OCI_V1.1_IAM,IAM,CIS_OCI_V_2.0.0"
"IAAS_CONFIGURATION_DETECTOR","USER_HAS_API_KEYS","User has API keys","LOW",true,false,"CIS_OCI_V1.0_IAM,CIS_OCI_V1.1_IAM,IAM,CIS_OCI_V_2.0.0"
"IAAS_CONFIGURATION_DETECTOR","SECURITY_LISTS_OPEN_SOURCE","VCN Security list allows traffic to non-public port from all sources (0.0.0.0/0)","CRITICAL",true,true,"CIS_OCI_V1.0_NETWORK,CIS_OCI_V1.1_NETWORK,Network,CIS_OCI_V_2.0.0"
"IAAS_CONFIGURATION_DETECTOR","SECURITY_LISTS_OPEN_PORTS","VCN Security list allows traffic to restricted port","CRITICAL",true,true,"CIS_OCI_V1.0_NETWORK,CIS_OCI_V1.1_NETWORK,Network,CIS_OCI_V_2.0.0","Restricted Protocol:Ports List","TCP:[11,17-19,21,23-25,43,49,53,70-74,79-81,88,111,123,389,636,445,500,3306,3389,5901,5985,5986,7001,8000,8080,8443,8888], UDP:[11,17-19,49,69,80,82,83-85,389,443,656,8080]"
"IAAS_CONFIGURATION_DETECTOR","VCN_HAS_INTERNET_GATEWAY_ATTACHED","VCN has InternetGateway attached","LOW",true,false,"Network"
"IAAS_CONFIGURATION_DETECTOR","VCN_HAS_LPG_ATTACHED","VCN has Local Peering Gateway attached","LOW",true,false,"Network"
"IAAS_CONFIGURATION_DETECTOR","VCN_NO_INBOUND_SECURITY_LIST","VCN has no inbound Security List","MEDIUM",false,false,"Network"
"IAAS_CONFIGURATION_DETECTOR","VNIC_WITHOUT_NETWORK_SECURITY_GROUP","VNIC without associated network security group","MINOR",true,false,"COMPUTE,Network"
"IAAS_CONFIGURATION_DETECTOR","BUCKET_WRITE_LOG_ACCESS_DISABLED","Write Log access disabled for bucket","LOW",false,false,"CIS_OCI_V1.1_MONITORING,CIS_OCI_V1.1_OBJECTSTORAGE,ObjectStorage,CIS_OCI_V_2.0.0"
